Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Gayatri Multi Speciality Hospital,"37-1-169/57/C, Sundaraiah Bhavan Road",Andhra Pradesh,Ongole mandalam,523002,9573504999,INFO.GAYATRIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Gayatri Multispeciality Hospital,"17, Patel Nagar, Raisen Road",Madhya Pradesh,Bhopal,462022,4907555 / 4094555,gayatrimultispecialitybhopal@gmail.com,,,,,,,,,,,,,,
Gayatri Multispeciality Hospital (A Unit Of Evander Hospital Private Limited,"C-9, Gate No. 14, Opp. Rajendra Nagar Terminal, Kankarbagh",Bihar,Patna,800020,8210517635,CORP.GAYATRIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Gayatri Nursing Home,"NEAR ZILLA PARISHAD , MUPPIDI COLONY",Andhra Pradesh,Visakhapatnam,530002,9948362477,GAYATRINURSINGHOME@GMAIL.COM,,,,,,,,,,,,,,
Gbh American Hospital,"101, Kothi Bagh, Bhatt Ji Ki Bari , Udaipur",Rajasthan,Udaipur,313001,9314402333,jiteshkanu@yahoo.co.in,,,,,,,,,,,,,,
Gbr Multi Spl Hospital,"Beside Fruit Market, Chaitanya Puri",Telangana,Hyderabad,502103,040 - 66803345 / 7416702345,gbrhospital4s.2005@gmail.com,,,,,,,,,,,,,,
Gbr Super Speciality Hospital,Opp. Reddy College Palnadu Road Narasaraopet,Andhra Pradesh,Guntur,522601,7660096919,gbrhospital@gmail.com,,,,,,,,,,,,,,
Gcs Medical College Hospital & Research Centre,"Opp. DRM Office, Nr. Chamunda Bridge, Naroda Road
",Gujarat,Ahmedabad,380025,66048000,info@gcsmc.org,,,,,,,,,,,,,,
Gcs Sports Medicine Center And Multispeciality Hospital,30/1 NEAR ST. THOMAS SCHOOL VISHWESHWARANAGARA MYSURU SOUTH,Karnataka,Mysuru,570008,7899139120,GCHOSPITALINSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Gd Hospital,80 Feet  Road,Madhya Pradesh,Ratlam,457001,9752450505,GDHOSPITAL2016@GMAIL.COM,,,,,,,,,,,,,,
Gd Hospital And Diabetes Institute,"139a, Lenin Sarani",West Bengal,Kolkata,700013,9748237336,tpa@gddihealthcare.com,,,,,,,,,,,,,,
Geeta Bhawan Hospital,Manorama Ganj,Madhya Pradesh,Indore,452001,4003315,GEETABHAWANHOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Geeta Hospitals (Run By Sri Geeta Health Care Pvt Ltd),"D No 22-7-2/1, Vinnakotavari street, Opp Polytechnic college road",Andhra Pradesh,West Godavari,534211,9985225277,geetahospitals@gmail.com,,,,,,,,,,,,,,
Geeta Multi Speciality Hospital,"1-7-90, Chaitanyapuri",Telangana,Hyderabad,500060,24046122 / 24046133,healthcaregeeta@gmail.com,,,,,,,,,,,,,,
Geeta Netra Chikitsalay,"Aroan Rd, Arya Nagar, Sirsaganj, Uttar Pradesh 205151",Uttar Pradesh,Firozabad,205151,9997244777,GEETANETRACHIKITSALAYA@GMAIL.COM,,,,,,,,,,,,,,
Geetanjali Hospital,"270, MODEL TOWN , HISAR, HARYANA",Haryana,Hisar,125005,9896020084,geetanjalihospitalhisar@gmail.com,,,,,,,,,,,,,,
Geetanjali Hospital," 4,RAMCHANDRA NAGAR CHOURAHA,OPP.POLICE PETROL PUMP,AIRPORT ROAD, Indore, Madhya Pradesh-",Madhya Pradesh,Indore,452005,0731 - 2414177 / 188,geetanjalihospital.tpa@gmail.com,,,,,,,,,,,,,,
Geetanjali Hospital,"#2410/B, Siddhanath Wadi, Near St Stand Wai",Maharashtra,Wai,412803,9850065626,geetanjalihospital@gmail.com,,,,,,,,,,,,,,
Geetanjali Medical College And Hospital,"GEETANJALI MEDICITY, HIRAN MAGRI EXTN., EKLINGPURA CHOURAHA, UDAIPUR",Rajasthan,Udaipur,313001,9784000126,corporaterelations@geetanjalimedicity.com,,,,,,,,,,,,,,
Geetanjali Trauma And Advanced Surgical Centre,"AGRASEN CIRCLE, SUBHASH NAGAR",Rajasthan,Alwar,301001,8239336110,hospitalgeetanjalialwar@gmail.com,,,,,,,,,,,,,,
Geeth Ragunath Hospital,"No 2, Gandhi Nagar",Tamil Nadu,Attur,636102,9842750556,geethragunathhospital@gmail.com,,,,,,,,,,,,,,
Geetha Maternity And Nursing Home,"Road No 4, West Maradpally, Secunderabad",Telangana,Hyderabad,500026,2780213804,insurance.geethahospitals@gmail.com,,,,,,,,,,,,,,
Gelvi Nursing Home,"# 3/155, Byrmal Street, Nandyal, Nandyal",Andhra Pradesh,Kurnool,518501,08514 - 243502,gelivinursinghome@gmail.com,,,,,,,,,,,,,,
Gem hospital ,315/1A 1b tkt mill bus stop palladam main road veerapandi post,Tamil Nadu,Tirupur,641605,0,NA@GMAIL.COM,,,,,,,,,,,,,,
Gem Hospital,471 Madanpuri Main Road Opp. Gali No.3 Gurgaon,Haryana,Gurgaon,122001,2974471,GEMHOSPITALGGN@GMAIL.COM,,,,,,,,,,,,,,
Gem Hospital & Research Centre,"NO 5,MUTHUKARUPPANNAN STREET,GANDHI NAGAR",Tamil Nadu,Erode,638009,4031355,SAM@GEMINSTITUTE.IN,,,,,,,,,,,,,,
Gem Hospital & Research Institute,"228/2A2,MGR ROAD,PERUNGUDI,CHENNAI600096",Tamil Nadu,Chennai,600096,4461666666,chennai@geminstitute.in,,,,,,,,,,,,,,
GEM HOSPITAL AND RESEARCH CENTER PVT LTD,"633/2,360,PERIYAR EVR SALAI,POONAMALLE HIGHWAY ROAD	Egmore Nungambakkam	Aminjikarai	Tamil Nadu	600029",Tamil Nadu,Chennai,600029,,jjenishaqueen1995@gmail.com,,,,,,,,,,,,,,
Gem Hospital And Research Centre Thrissur Pvt Ltd,"Paravattani,Fort PO",Kerala,Thrissur,680005,8078780000,GEMHOSPITALTHRISSUR@GMAIL.COM,,,,,,,,,,,,,,
GEM HOSPITAL PONDICHERRY,"No.1,Lawspet Main Road,Pakkamudayanpet,Saram",Puducherry,Puducherry,605008,9636996175,MANAGERPONDI@GEMINSTITUTE.IN,,,,,,,,,,,,,,
Gem Superspeciality Hospital,"C WING , GOKUL HEIGHTS",Maharashtra,Mumbai,400067,9137688047,TPA.GEMHOSPITAL2020@GMAIL.COM,,,,,,,,,,,,,,
Gemcare Kamineni Hospitals (A Unit Of Gemcare Hospitals (Kurnool)pvt Ltd),"D No,51/918 And 51/913-A, JCS Complex Bellary Road, Opp New RTC Bus Stand, Kurnool",Andhra Pradesh,Kurnool,518003,9573286996,VENKATESHA@GEMCAREHOSPITALS.COM,,,,,,,,,,,,,,
Gencure Hospital,"28, Ujjwal Housing Society, Narendra Nagar, near SBI Ring Road, Nagpur -440015",Maharashtra,Nagpur,440015,2783456,GENCURETPA@GMAIL.COM,,,,,,,,,,,,,,
Genesis Fertility & Surgical Centre,"607-L MALL ROAD, NEAR MANBRO CHOWK, MODEL TOWN JALANDHAR",Punjab,Jalandhar,144001,9357666666,GENESISMULTISPECIALITY@GMAIL.COM,,,,,,,,,,,,,,
Genesis Health Point,"494, Haldia Mecheda Road Neard M Office, Dharinda Pin- 721636",West Bengal,TAMLUK,721636,9232515835,GENESISHP.MEDICALIM@GMAIL.COM,,,,,,,,,,,,,,
Genesis Hospital,"508 Sandwamod, Mirzapur Road, Naini,",Uttar Pradesh,Prayagraj,211009,8795102024,GENESIS.HOSPITAL@OUTLOOK.COM,,,,,,,,,,,,,,
Genesis Hospital,Sikandarpur badha opposite dps school sector 84 ,Haryana,GURUGRAM,122004,0,CLAIMSTPA.GENESIS@GMAIL.COM,,,,,,,,,,,,,,
Genesis hospital,A 001 shreeji ashish chs bangli road besides tandool bazar vasai west,Maharashtra,Mumbai,401202,,genesishospitalvasai@gmail.com,,,,,,,,,,,,,,
Genesis Hospital,"C-1/130, Janak Puri, New Delhi",Delhi,New Delhi,110058,7042195570,tpa.genesishospital@gmail.com,,,,,,,,,,,,,,
Genesis Multispeciality Hospital,"Lodha Shopping Center,",Maharashtra,Thane,421204,7738038385,GENESISHOSPITAL786@GMAIL.COM,,,,,,,,,,,,,,
GENEVA HOSPITAL,"H.No:-1-1-4/6/1/2 ,Mahalaxmi Colony Armoor-503224",Telangana,Armoor,503224,8309074414,GENEVAHOSPITALARMOOR@GMAIL.COM,,,,,,,,,,,,,,
Genezen Indus Hospital,NO 33 P AND T NAGAR MAIN ROAD,Tamil Nadu,Madurai,625014,4382244,INDUSHOSPITALMADURAI@GMAIL.COM,,,,,,,,,,,,,,
Geo Hospital,"Plot No 3, Madhu Vihar, Khora colony, Opp Mayur vihar Phase - 3",Uttar Pradesh,Ghaziabad,201020,9953080650,GEOHOSPITALKHORA@GMAIL.COM,,,,,,,,,,,,,,
Geo Hospital Indore,"52/2, Hazi Colony No. 2, Khajrana",Madhya Pradesh,Indore,452016,6832512,MEDICLAIMGEO@GMAIL.COM,,,,,,,,,,,,,,
Geri Home Care Services Private Limited,No. 8  Dr. Nair Road,Tamil Nadu,Chennai,600017,7397759444,finance@gericare.in,,,,,,,,,,,,,,
Germanten Hospital,"4-8-138/1/B, ATTAPUR",Telangana,Hyderabad,500048,99896355555,GERMENTENHEALTHCARETPA@GMAIL.COM,,,,,,,,,,,,,,
Get Life Health Care Pvt Ltd ,"NEAR MARATHA FRIENDS CLUB, BEHIND 19 NO MUNICIAPL SCHOOL, VIJAY COLONY, RUKHMINI NAGAR, NAGPUR- 444606",Maharashtra,Amravati,444606,7212571357,getlifehos@gmail.com,,,,,,,,,,,,,,
Get Well Multispeciality Hospital,Pune Nashik Highway Manchar,Maharashtra,Manchar,410503,9623233030,GETWELLHOSPI@GMAIL.COM,,,,,,,,,,,,,,
Getwell Hospital And Research Institute,20/1 Dr.Khare Marg Dhantoli Nagpur,Maharashtra,Nagpur,440012,9822203622,admin@getwellhospitals.com,,,,,,,,,,,,,,
Gfc Hospital,"Vill-Kushpata, PO & PS- Ghatal",West Bengal,Paschim Medinipur,721212,9434413825/8170004866/8900020006,CLAIM.GFC@GMAIL.COM,,,,,,,,,,,,,,
Gg Hospital,"Murinjapalam,Medical College PO,Trivandrum",Kerala,Thiruvananthapuram,695011,9662736489,insurance.ggh@gmail.com,,,,,,,,,,,,,,
Ghai Hospital,Plot No-29 Sector-9 Faridabad,Haryana,Faridabad,121006,0129 - 4083481 / 82 / 2283522 / 2288698,ghaihospitalfbd@yahoo.co.in,,,,,,,,,,,,,,
Ghai Hospital Neuro Surgery Trauma And Kidney Care Center,"661,A&B",Punjab,Jalandhar,144001,9876065433,GHAIHOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Ghanashyam Govind Kamat Memorial Hospital,"F-25, Jairam Complex Bldg-A-1, Mala, Ourem Road, Panaji Goa",Goa,Panaji,403001,0832 - 2435727 / 2422727,GGKMHOSPITAL@YAHOO.CO.IN,,,,,,,,,,,,,,
Gholve Hospital,"A/P-Bhavaninagar,Tal-Indapur,Dist-Pune,413114",Maharashtra,Indapur,413114,9423048133,GHOLVEHOSPITAL5@GMAIL.COM,,,,,,,,,,,,,,
Gholve Hospital Pvt.Ltd ,Rajiv Gandhi Road ,Maharashtra,Beed,431122,02442225277/78,GHOLVEHOSPITAL98@GMAIL.COM,,,,,,,,,,,,,,
Ghosh Ent Found And Nursing Home,"FE-350, Sec-III, (Near Tank-12 & GD Market), Salt Lake city",West Bengal,Kolkata,700106,0,GHOSH.ENT.NURSINGHOME2017@GMAIL.COM,,,,,,,,,,,,,,
Ghumatkar Multi-Speciality Hospital,Siddhivinayak Complex Wada Road Rajgurunagar ,,,,,,,,,,,,,,,,,,,
1 Floor Tal Khed Dist Pune,Maharashtra,Rajgurunagar,410505,9881317041,SHEKHARGHUMATKAR1@GMAIL.COM,,,,,,,,,,,,,,,
Gill Hospital,"Near Lal Batti Chowk, Dabwali Road, Sirsa, (Haryana)-125055",Haryana,SIRSA,125055,8059157646,GILHOSPITAL8@GMAIL.COM,,,,,,,,,,,,,,
Gillurkar Multispeciality Hospital,"20, Reshimbag, Umred Road, Nagpur-440008",Maharashtra,Nagpur,440008,7122704664,cgillurkar@yahoo.com,,,,,,,,,,,,,,
Ginni Devi Memorial Hospital,"94/49-50, Agarwal Farm , Mansarovar, Jaipur",Rajasthan,Jaipur,302020,0141 - 2396898,pkj4950@gmail.com,,,,,,,,,,,,,,
Ginni Orthopaedic Centre ,"Sco – 1, Sector – 14, Hisar ",Haryana,Hisar,125001,278994,GINNIHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
Gione Hospital A Unit Of Aurangabad Gastro Private Limited               ,Amrut Sai Solitaire,Maharashtra,Aurangabad,431005,2355616,GI.ONE.HOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Giridhar E N T Hospital And Laser Centre,SURYARAOPET,Andhra Pradesh,Vijayawada,520002,9440172988,GIRIDHARENTHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Giridhar Eye Institute,"28/25768, Ponnath Temple, Kadavanthara",Kerala,Cochin,682020,9895533280,insurancenclaims@giridhareye.org,,,,,,,,,,,,,,
Girija Hospital And Neurosurgical Icu Satara,"OFFICE 76/25, MALHAR PETH, SATARA",Maharashtra,Satara,415001,02162-232523,girijahospital7625@gmail.com,,,,,,,,,,,,,,
Giriraj Hospital And Intensive Care Unit,"A/P-Indapur Road, Near Bus Stand",Maharashtra,Baramati,413102,222739,girirajbaramati@gmail.com,,,,,,,,,,,,,,
Girish Kidney Foundation And Multispeciality Hospital,"Shweta Dentistry, 2Nd Floor, New Jewargi Road, Kalaburagi",Karnataka,Gulbarga,585103,9071127370,GIRISHKIDNEYFOUNDATIONMSH@GMAIL.COM,,,,,,,,,,,,,,
Girishwari Hospital,"#19, Kbdhasan Road, Alwarpet",Tamil Nadu,Chennai,600018,4424341780,girishwarihospital@gmail.com,,,,,,,,,,,,,,
Girraj ji children hospital MG road,MG road near girls college ,Haryana,GURUGRAM,122002,,,,,,,,,,,,,,,,
Girraj Ji Hospital,"249, badshahpur, near radha krishna mandir, gurugram, haryana",Haryana,Gurgaon,122001,0,GIRRAJJICHILDRENHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Gitanjali Medical Centre Pvt Ltd,"Opp To Bishop Heber, College Road, Vayalur Road, Trichy",Tamil Nadu,Trichy,620017,4312776600,GEEMCE@GMAIL.COM,,,,,,,,,,,,,,
Gitaram Hospital Private Limited,"Nh-34, Radharghat  Berhampore, ",West Bengal,Murshidabad,742187,9002816161,info@gitaramhospital.co.in,,,,,,,,,,,,,,
Gk Emergency Hospital,"D.NO 10-2-138/F4, TK LAYOUT ",Andhra Pradesh,Tirupati,517501,9441088581,GKHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
Gkm Hospitals Pvt Ltd,"120/113, Perambur Barracks Road, Purasawalkam , Chennai",Tamil Nadu,Chennai,600007,4425324444,GKMHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Gl Hospital,"No.83, Sethilal Nagar, Karaikal",Puducherry,Karaikal,609602,9853228855,GLHOSPITALKKL@GMAIL.COM,,,,,,,,,,,,,,
Glazy Hospital,"1st Floor, Brizo Residency, Shivaji Nagar",Maharashtra,Mumbai,400043,9833919227 / 7777066427 / 428,GLAZYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Glb Hospitals,"AH 15 , AH BLOCK , 5TH STREET , SHANTHI COLONY ,ANNA NAGAR , CHENNAI-600040",Tamil Nadu,Chennai,600040,4426224334,GLBHOSP@GMAIL.COM,,,,,,,,,,,,,,
Glenwood Healthcare,"Berhampore Indutrial Estate, 24/A/B/9 Kalikapur Road, Murshidabad, Pin:742101",West Bengal,Berhampore,742101,,GLENWOODHEALTHCARE69@GMAIL.COM,,,,,,,,,,,,,,
Global 5 Health Care,"F2, D2 , Aditi Apt Main Road, Sector - 9, Vashi",Maharashtra,Mumbai,400703,27655110,drashcon@rediffmail.com,,,,,,,,,,,,,,
Global Cradle Hospital,"Hansi Road, Adjoining Nirankari Bhawan, Azad Nagar, Karnal",Haryana,Karnal,132001,4011009,GLOBALCRADLETPA@GMAIL.COM,,,,,,,,,,,,,,
Global Eye And Laser Hospital Pvt Ltd,"Plot No: 197, Road No.1, Kphb Colony, Kukatpally, Near Prasad Hospitals",Telangana,Hyderabad,500072,9246066616,globaleyehospital@gmail.com,,,,,,,,,,,,,,
Global Eye Clinic,"305/306, Shop Zone Aprt,",Maharashtra,Mumbai,400086,8291576363,globaleyeclinic@gmail.com,,,,,,,,,,,,,,
Global Eye Hospital,JC-18 SECTOR-III SALT LAKE,West Bengal,North 24 Parganas,700098,9038481222,GLOBALEYESALTLAKE.MEDICLAIM@GMAIL.COM,,,,,,,,,,,,,,
Global eye hospital,1-2-270/46/1/F,Telangana,Suryapet,508213,9182434775,GLOBALEYEHOSPITAL127@GMAIL.COM,,,,,,,,,,,,,,
Global Eye Hospital,"NO: 1-82, PLOT NO: 120, MANCHIREVULA X ROADS, Narsingi",Telangana,RangaReddy,500075,0,,,,,,,,,,,,,,,
Global Health Care Clinic,"2164,SECTOR 21-C CHANDIGARH 160022",Haryana,Chandigargh,160022,0172 - 2712164,globalhealthcarechandigarh@gmail.com,,,,,,,,,,,,,,
Global Heart And General Hospital,"C-1/27, Opp.Bharat Apartment, Near Gandhi Path Chitrakoot, Ajmer Road, Jaipur",Rajasthan,Jaipur,302021,9928252302,dinesh.globalhr@gmail.com,,,,,,,,,,,,,,
Global Heart And Super Speciality Hospital Ludhiana,"Near Octroi Post, Ferozepur Road",Punjab,Ludhiana,141012,161- 2553095 / 9781092610,infoglobalheart@gmail.com,,,,,,,,,,,,,,
Global Hospital,"439, Cheran Nagar , Perumbakkam",Tamil Nadu,Chennai,600100,9500083849,INSGLOBALHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital,10link Road,Punjab,Jalandhar,144003,9988553159,INFO@GLOBALHOSPITALJALANDHAR.COM,,,,,,,,,,,,,,
Global Hospital,"35, Dr. E Borges Road, Hospital Avenue, Opp. Shirodkar High School, Parel",Maharashtra,Mumbai,400012,9167215757,TPACORPORATE.MUMBAI@GLOBALHOSPITALSINDIA.COM,,,,,,,,,,,,,,
Global Hospital,"OPP REVOLI GARDEN, NEAR SHEETLA MATA MANDIR, GURGAON",Haryana,Gurgaon,122001,6458422,globalhospital15@gmail.com,,,,,,,,,,,,,,
Global Hospital,"Ground Floor, Yashwant Siddi Y.K.Nagar, Star Planet Hotel, Virar (W) Thane- 401303",Maharashtra,Thane,401303,8459070015,prasad.patil6216@gmail.com,,,,,,,,,,,,,,
Global Hospital,"10-Kacheri Road Near Shanidev Mandir,",Uttar Pradesh,Bulandshahr,203001,9759800434,GLOBALMHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital,"963, Momai Apt, Near Ramachandra Hotel, Narpoli, Bhiwandi, 421302",Maharashtra,Thane,421302,2522653510,GLOBALHOSPITALBWD@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital,"Opp. Ses High School, Khemani Rd, Ulhasnagar - 2",Maharashtra,Ulhasnagar,421004,7666751158,GLOBAL.CASHLERSS@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital (Run By United Path Lab),"Sco 7 & 8, Shiv Nagar",Punjab,Zirakpur,140603,8708830746,GH.7973623813@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital And Maternity Center,"Sajnakhor,Block Bankati, District Basti",Uttar Pradesh,Basti,272123,9311797065,BASTIGLOBALHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Global Hospital And Research Centre,Plot No. 01 Next To D Mart Sector 29 Pcntda Ravet Pune,Maharashtra,Pune,411044,29950600,TPADESK@GLOBALHOSPITALPUNE.IN,,,,,,,,,,,,,,
Global Hospital And Research Institute,"577/2, Near Dattawadi Police Chowky, Off. Sinhgad Road, Dattawadi, Pune",Maharashtra,Pune,411030,2066846684/2024522452/8975599000,tpa@globalhospitalpune.com,,,,,,,,,,,,,,
Global Hospitals (Gleneagles Global),6-1-1070/1 To 4 Lakdi Ka Pool Hyderabad-4,Telangana,Hyderabad,500004,3423244444,CREDITCELL@GLENEAGLESHOSPITALS.CO.IN,,,,,,,,,,,,,,
Global Life Care,"Labheshwar Complex, NR KARUR VYSYA BANK,",Gujarat,Bharuch,392011,9316411980,info.globaltpa@gmail.com,,,,,,,,,,,,,,
Global Longlife Hospital & Research Pvt Ltd,"Nr. Bodakdev Garden, Pakwan Cross Road, Off. S. G. Highway ,",Gujarat,Ahmedabad,380054,7575001768/9,INFO@GLOBALHOSPITAL.CO.IN,,,,,,,,,,,,,,
Global Maxx Multi Speciality Hospital,"H.No:5-2/1,Saraswathinagar,Opp:Indian Oil Petrol Bunk Karimnagar,Pin 505001",Telangana,Karimnagar,505001,8555818554,GLOBALMAXXHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Global Medical Centre,"Mg Road, Near Police Control Room, Vijaywada",Andhra Pradesh,Vijayawada,520002,0866 - 2578854,GLOBALHOSPITAL2010@GMAIL.COM,,,,,,,,,,,,,,
Global Medical Centre (unit of providence speciality hospital pvtltd),"10-3/5, Jagir Ammapalayam",Tamil Nadu,Salem,636302,9629312962,GMC.KIDNEYSTONE@GMAIL.COM,,,,,,,,,,,,,,
Global Multispeciality Hospital,"Stanley regency, Nr Cinemax, Kanakia Beverly park, Mira road East, Thane- 401107",Maharashtra,Thane,401107,28123636/3737/3838,GLOBALHOSP16@GMAIL.COM,,,,,,,,,,,,,,
Global Multispecialty Hospital & Trauma Centre,Mau Road Sidhari Azamgarh-276001,Uttar Pradesh,Azamgarh,276001,7571931845,GMSHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
Global Neurocare Multispeciality Hospital,"Near Kr Stadium, Arts College Road",Andhra Pradesh,Srikakulam,532001,9949255189,GLOBALNEUROCAREMSH@GMAIL.COM,,,,,,,,,,,,,,
Global Orthopaedic Centre,71/10,Madhya Pradesh,Ujjain,456001,4901505,UJJAINGLOBALHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Global Plus Hospital,Goverdhan Road,Uttar Pradesh,Mathura,281004,8273541000,HOSPITALGLOBALPLUS@GMAIL.COM,,,,,,,,,,,,,,
Global Speciality Hospital,"Opp.Akashwani, Behind Sita Manor",Madhya Pradesh,Gwalior,474002,7512433710,globalshospital@gmail.com,,,,,,,,,,,,,,
Globe Eye Hospital,"101,Manohar Mhaskar Market, Kulgaon",Maharashtra,Mumbai,421503,9930630659,GLOBEEYEHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
Globe Medicare,"A-3, NIRALA NAGAR, LJUCKNOW",Uttar Pradesh,Lucknow,226020,4308002,GLOBEMEDICARETPA@GMAIL.COM,,,,,,,,,,,,,,
Globus Hospital For Joint Replacement,"117/N/33, A-1 Market, Kakadeo, Kanpur, 208025",Uttar Pradesh,Kanpur,208025,9956241988,globushospitalspine@gmail.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl Bankura Sonamukhi,"Gangadinanga, Bankura to Burdwan Road,",West Bengal,Bankura,722207,18001234425,insurance.sona@ghspl.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl. Begusarai Healthcare Llp,"Sushil Nagar, Near Singhaul Pokhar Thana, Opp Reliance petrol pump",Bihar,Begusarai,851134,18001234425,insurance.begusarai@ghspl.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl. Berhampur,"Radhikanagar, Karbala Road, Chalpatti, cossimbazar",West Bengal,Berhampore,742102,18001234425,insurance.behr@ghspl.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl. Bhagalpur Superspecialty Healthcare Llp,"Bansi Tikar, New Kamakhya City, Near Astha Complex",Bihar,Bhagalpur,813210,18001234425,insurance.bglp@ghspl.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl. Koraput. Jeypore Healthcare Llp,"Kalinga medicity, Malkangiri ring road",Odisha,koraput,764001,18001234425,insurance.jeypore@ghspl.com,,,,,,,,,,,,,,
"Glocal Healthcare Systems Pvt Ltd. Ghspl. Krishnanagar, Sambhav Knj Healthcare Llp",NH-34 Opp Hotel Haveli,West Bengal,Krishnanagar,741101,18001234425,insurance.knj@ghspl.com,,,,,,,,,,,,,,
Glocal Healthcare Systems Pvt Ltd. Ghspl. Muzaffarpur Superspecialty Healthcare Llp,"Sadatpur, Near New Hazrat Academy Public School",Bihar,Muzaffarpur,842002,18001234425,insurance.muzf@ghspl.com,,,,,,,,,,,,,,
Glocal Hospital(Ghspl Mdpr Superspeciality Healthcare Llp),NH-60 Patharghata Near Amtala Bus Stand ,West Bengal,Paschim Medinipur,721101,8017501501,glocalhospital.tpadesk@gmail.com,,,,,,,,,,,,,,
Gm Hospital,335 3rd Stage 4th Block Siddaiahpuranik Road Basaveshwaranagar Bangalore,Karnataka,Bengaluru,560079,9900003527,INSURANCE.BSV@GMHOSPITALS.IN,,,,,,,,,,,,,,
Gm Hospitals,"No-611/612, Nagarabhavi Main Road, 2Nd Stage , Vinayaka Layout, Nagarabhavi",Karnataka,Bangalore,560072,9880301445,IPBILLING@GMHOSPITALS.IN,,,,,,,,,,,,,,
Gmc Ortho Fooundation Hospital,CH CROSS ROAD,Kerala,Calicut,673011,2360014,GMCHOSPITALCALICUT@GMAIL.COM,,,,,,,,,,,,,,
Gmr Varalaxmi Care Hospital,"GMR Nagar,",Andhra Pradesh,Srikakulam,532127,7702333698,CHRAO@GMRCAREHOSPITALS.IN,,,,,,,,,,,,,,
Gnh Excel Medical Centre,"Bn-56 (East) Shalimar Bagh,Delhi",Delhi,Delhi,110088,011-27495800,GNHDELHI@GMAIL.COM,,,,,,,,,,,,,,
Gnrc Hospital(Guwahati Neuro Research Centre),Dispur Supermarket,Assam,Guwahati,781006,18003450022,tgogoi393@gmail.com,,,,,,,,,,,,,,
Gnrc Medical,"TAKI ROAD,KADAMBAGACHI,WEST BENGAL",West Bengal,BARASAT,700125,3325847005,,,,,,,,,,,,,,,
Gobind Nursing Home,Opp Jat College,Haryana,Hisar,125001,01662 - 237744,gobindnursinghome@gmail.com,,,,,,,,,,,,,,
Gocharan North Point Multispeciality Hospital,"Beliachandi Road, Beliachandi,743391, Wb",West Bengal,South 24 Parganas,743354,9907891006,GNPMHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Godrej Memorial Hospital,"Pirojshanagar, Vikhroli (E), Mumbai",Maharashtra,Mumbai,400079,7718901680,HEAD.BILLING@GODREJHOSPITAL.COM,,,,,,,,,,,,,,
Goel Kidney Care,"Next to Kap Scan,Adjoining Satyam Hospital,Kapurthala Chowk",Punjab,Jalandhar,144001,8968585352,,,,,,,,,,,,,,,
Goels Krishna Nursing Home,"G-1, New Misquita Nagar Chs, Vidya Mandir Road, Dahisar East. 400068.",Maharashtra,Mumbai,400068,9820601390,VIJAYALAXMIGOEL@GMAIL.COM,,,,,,,,,,,,,,
Gohil Sampurn Hospital,"101, Aadarsh Colony, Opp.Mansuri Oil Mil, Shajapur",Madhya Pradesh,Shajapur,465001,9425084156,GOHILSAMPURNHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Gokhale Hospital,"Bhagyashree, 996 , Shukravar Peth",Maharashtra,Pune,411002,020 - 24444367,DRSANJEEV.GOKHALE@GMAIL.COM,,,,,,,,,,,,,,
Gokhale Orthopedic Centre,"Globe Arcade, RP-112, Near Ganesh Mandir Road, MIDC, Dombivali -East -421203",Maharashtra,Thane,421203,2512420001,tpa.gokhaleorthocentre@gmail.com,,,,,,,,,,,,,,
